,Team,Date,Opponent,Result,Location
6529,Fairfield,Wed Dec 15,Fairleigh Dickinson,W,Away
6530,Fairfield,Sun Dec 19,Massachusetts,L,Away
6531,Fairfield,Thu Dec 23,Wagner,L,Home
6532,Fairfield,Fri Jan 7,Marist,L,Home
6533,Fairfield,Sun Jan 9,Siena,L,Away
6534,Fairfield,Tue Jan 11,Iona,L,Home
6535,Fairfield,Sun Jan 16,Quinnipiac,L,Away
6536,Fairfield,Thu Jan 20,Monmouth,L,Home
6537,Fairfield,Sun Jan 23,Marist,W,Away
6538,Fairfield,Fri Jan 28,Rider,W,Away
6539,Fairfield,Fri Feb 4,Monmouth,L,Away
6540,Fairfield,Sun Feb 6,Siena,L,Home
6541,Fairfield,Wed Feb 9,Quinnipiac,L,Home
6542,Fairfield,Sat Feb 12,Niagara,W,Home
6543,Fairfield,Mon Feb 14,Canisius,W,Home
6544,Fairfield,Wed Feb 16,Manhattan,L,Home
6545,Fairfield,Fri Feb 18,Saint Peter's,L,Home
6546,Fairfield,Sun Feb 20,Iona,L,Away
6547,Fairfield,Sun Feb 27,Manhattan,W,Away
6548,Fairfield,Thu Mar 3,Rider,W,Home
6549,Fairfield,Sat Mar 5,Saint Peter's,L,Away
6550,Fairfield,Tue Mar 8,Canisius,W,Neutral
6551,Fairfield,Wed Mar 9,Saint Peter's,L,Neutral
6552,Marist,Tue Nov 9,American,L,Away
6553,Marist,Fri Nov 12,Columbia,W,Away
6554,Marist,Wed Nov 17,Princeton,L,Away
6555,Marist,Sat Nov 20,VMI,W,Home
6556,Marist,Sat Nov 27,Army,L,Away
6557,Marist,Wed Dec 1,Iona,L,Home
6558,Marist,Sun Dec 5,Rider,W,Away
6559,Marist,Wed Dec 8,Binghamton,W,Away
6560,Marist,Sun Dec 12,Navy,L,Home
6561,Marist,Sat Dec 18,Boston University,W,Away
6562,Marist,Wed Dec 22,Bethune Cookman,W,Home
6563,Marist,Sun Jan 2,Iona,L,Away
6564,Marist,Fri Jan 7,Fairfield,W,Away
6565,Marist,Sun Jan 9,Rider,L,Home
6566,Marist,Fri Jan 14,Siena,L,Home
6567,Marist,Sun Jan 16,Monmouth,W,Home
6568,Marist,Sun Jan 23,Fairfield,L,Home
6569,Marist,Wed Jan 26,Saint Peter's,L,Home
6570,Marist,Fri Jan 28,Quinnipiac,L,Away
6571,Marist,Sun Jan 30,Manhattan,L,Away
6572,Marist,Sun Feb 6,Saint Peter's,L,Away
6573,Marist,Tue Feb 8,Monmouth,W,Away
6574,Marist,Sat Feb 12,Canisius,W,Home
6575,Marist,Mon Feb 14,Niagara,W,Home
6576,Marist,Fri Feb 18,Siena,W,Away
6577,Marist,Sun Feb 20,Quinnipiac,W,Home
6578,Marist,Fri Feb 25,Manhattan,W,Home
6579,Marist,Thu Mar 3,Canisius,L,Away
6580,Marist,Sat Mar 5,Niagara,L,Away
6581,Marist,Tue Mar 8,Quinnipiac,L,Neutral
6582,Florida Gulf Coast,Sat Nov 13,Loyola Chicago,L,Away
6583,Florida Gulf Coast,Tue Nov 16,USC,L,Home
6584,Florida Gulf Coast,Tue Nov 23,Rhode Island,W,Home
6585,Florida Gulf Coast,Fri Nov 26,Western Michigan,W,Home
6586,Florida Gulf Coast,Sat Nov 27,Southeastern Louisiana,W,Home
6587,Florida Gulf Coast,Sun Nov 28,Purdue Fort Wayne,W,Home
6588,Florida Gulf Coast,Wed Dec 1,FIU,L,Away
6589,Florida Gulf Coast,Sat Dec 4,Dartmouth,W,Home
6590,Florida Gulf Coast,Tue Dec 7,Florida A&M,W,Away
6591,Florida Gulf Coast,Sat Dec 11,Robert Morris,W,Away
6592,Florida Gulf Coast,Sun Dec 19,Mercer,W,Home
6593,Florida Gulf Coast,Wed Dec 22,Canisius,L,Away
6594,Florida Gulf Coast,Wed Jan 5,North Florida,W,Home
6595,Florida Gulf Coast,Sat Jan 8,Jacksonville,L,Away
6596,Florida Gulf Coast,Thu Jan 13,Kennesaw St.,L,Away
6597,Florida Gulf Coast,Sat Jan 15,Liberty,L,Home
6598,Florida Gulf Coast,Tue Jan 18,Stetson,W,Away
6599,Florida Gulf Coast,Sat Jan 22,Jacksonville St.,L,Away
6600,Florida Gulf Coast,Thu Jan 27,Eastern Kentucky,W,Home
6601,Florida Gulf Coast,Sat Jan 29,Bellarmine,L,Home
6602,Florida Gulf Coast,Thu Feb 3,Central Arkansas,W,Away
6603,Florida Gulf Coast,Sat Feb 5,Lipscomb,W,Away
6604,Florida Gulf Coast,Wed Feb 9,North Alabama,W,Home
6605,Florida Gulf Coast,Sat Feb 12,Stetson,W,Home
6606,Florida Gulf Coast,Wed Feb 16,Kennesaw St.,W,Home
6607,Florida Gulf Coast,Sat Feb 19,North Florida,L,Away
6608,Florida Gulf Coast,Wed Feb 23,Liberty,W,Away
6609,Florida Gulf Coast,Sat Feb 26,Jacksonville,W,Home
6610,Florida Gulf Coast,Tue Mar 1,North Alabama,W,Home
6611,Florida Gulf Coast,Thu Mar 3,Bellarmine,L,Away
6612,Florida Gulf Coast,Wed Mar 16,Detroit Mercy,W,Home
6613,Florida Gulf Coast,Mon Mar 21,Coastal Carolina,L,Away
6614,UNC Asheville,Tue Nov 9,UAB,L,Away
6615,UNC Asheville,Sun Nov 14,Chattanooga,L,Away
6616,UNC Asheville,Thu Nov 18,Tennessee Tech,W,Neutral
6617,UNC Asheville,Tue Nov 23,North Carolina,L,Away
6618,UNC Asheville,Wed Dec 1,The Citadel,W,Home
6619,UNC Asheville,Sat Dec 4,North Carolina Central,W,Home
6620,UNC Asheville,Wed Dec 8,Chattanooga,L,Home
6621,UNC Asheville,Sat Dec 11,Western Carolina,W,Away
6622,UNC Asheville,Tue Dec 14,Tennessee Martin,L,Away
6623,UNC Asheville,Sat Dec 18,East Tennessee St.,W,Home
6624,UNC Asheville,Wed Jan 5,Campbell,W,Away
6625,UNC Asheville,Sat Jan 8,Charleston Southern,W,Home
6626,UNC Asheville,Thu Jan 13,Winthrop,L,Away
6627,UNC Asheville,Sat Jan 15,USC Upstate,L,Home
6628,UNC Asheville,Wed Jan 19,North Carolina A&T,L,Home
6629,UNC Asheville,Sat Jan 22,Radford,W,Away
6630,UNC Asheville,Thu Jan 27,Gardner Webb,L,Home
6631,UNC Asheville,Sat Jan 29,Presbyterian,W,Away
6632,UNC Asheville,Wed Feb 2,Longwood,L,Home
6633,UNC Asheville,Sat Feb 5,High Point,L,Away
6634,UNC Asheville,Wed Feb 9,Hampton,W,Home
6635,UNC Asheville,Sat Feb 12,USC Upstate,W,Away
6636,UNC Asheville,Wed Feb 16,Charleston Southern,W,Away
6637,UNC Asheville,Sat Feb 19,Winthrop,L,Home
6638,UNC Asheville,Wed Feb 23,Gardner Webb,L,Away
6639,UNC Asheville,Sat Feb 26,Presbyterian,W,Home
6640,UNC Asheville,Wed Mar 2,Charleston Southern,L,Neutral
6641,UNC Asheville,Sat Mar 19,Stephen F. Austin,W,Neutral
6642,UNC Asheville,Mon Mar 21,Northern Colorado,L,Neutral
6643,South Dakota,Thu Nov 11,Air Force,W,Semi-Home
6644,South Dakota,Sun Nov 14,Drake,L,Away
6645,South Dakota,Fri Nov 19,Southern,W,Home
6646,South Dakota,Sun Nov 21,Tennessee St.,W,Home
6647,South Dakota,Sat Nov 27,Nebraska,L,Away
6648,South Dakota,Tue Nov 30,San Jose St.,L,Away
6649,South Dakota,Tue Dec 7,Northern Colorado,L,Away
6650,South Dakota,Sat Dec 11,Northern Arizona,W,Home
6651,South Dakota,Wed Dec 15,Bellarmine,W,Home
6652,South Dakota,Mon Dec 20,Oral Roberts,L,Home
6653,South Dakota,Wed Dec 22,UMKC,L,Home
6654,South Dakota,Sat Jan 8,South Dakota St.,L,Away
6655,South Dakota,Mon Jan 10,North Dakota,W,Away
6656,South Dakota,Thu Jan 13,Denver,W,Home
6657,South Dakota,Sat Jan 15,Nebraska Omaha,W,Home
6658,South Dakota,Sat Jan 22,St. Thomas,W,Away
6659,South Dakota,Mon Jan 24,Western Illinois,W,Away
6660,South Dakota,Thu Jan 27,North Dakota St.,L,Home
6661,South Dakota,Sat Jan 29,North Dakota,W,Home
6662,South Dakota,Sat Feb 5,South Dakota St.,L,Home
6663,South Dakota,Mon Feb 7,North Dakota St.,L,Away
6664,South Dakota,Thu Feb 10,Nebraska Omaha,W,Away
6665,South Dakota,Sat Feb 12,Denver,W,Away
6666,South Dakota,Thu Feb 17,St. Thomas,W,Home
6667,South Dakota,Sat Feb 19,Western Illinois,W,Home
6668,South Dakota,Thu Feb 24,UMKC,L,Away
6669,South Dakota,Sat Feb 26,Oral Roberts,W,Away
6670,South Dakota,Sun Mar 6,UMKC,W,Neutral
6671,South Dakota,Mon Mar 7,South Dakota St.,L,Neutral
6672,Penn,Wed Nov 10,Florida St.,L,Away
6673,Penn,Fri Nov 12,George Mason,L,Away
6674,Penn,Sun Nov 14,Bucknell,W,Away
6675,Penn,Tue Nov 16,Lafayette,W,Home
6676,Penn,Thu Nov 18,Utah St.,L,Neutral
6677,Penn,Fri Nov 19,Davidson,L,Neutral
6678,Penn,Sun Nov 21,Old Dominion,W,Neutral
6679,Penn,Tue Nov 23,Towson,L,Away
6680,Penn,Sun Nov 28,Arkansas,L,Away
6681,Penn,Wed Dec 1,Villanova,L,Home
6682,Penn,Sat Dec 4,Temple,L,Away
6683,Penn,Wed Dec 8,Saint Joseph's,L,Away
6684,Penn,Sat Dec 11,La Salle,L,Away
6685,Penn,Sun Jan 2,Brown,W,Home
6686,Penn,Fri Jan 7,Cornell,W,Home
6687,Penn,Sat Jan 8,Columbia,L,Home
6688,Penn,Sat Jan 15,Dartmouth,W,Home
6689,Penn,Mon Jan 17,Princeton,L,Away
6690,Penn,Sat Jan 22,Yale,W,Home
6691,Penn,Fri Jan 28,Harvard,W,Away
6692,Penn,Fri Feb 4,Columbia,W,Away
6693,Penn,Sat Feb 5,Cornell,W,Away
6694,Penn,Sat Feb 12,Harvard,W,Home
6695,Penn,Fri Feb 18,Yale,L,Away
6696,Penn,Sat Feb 19,Brown,W,Away
6697,Penn,Sat Feb 26,Dartmouth,L,Away
6698,Penn,Sat Mar 5,Princeton,L,Home
6699,Penn,Sat Mar 12,Yale,L,Neutral
6700,Tarleton St.,Tue Nov 9,Stanford,L,Away
6701,Tarleton St.,Fri Nov 12,Kansas,L,Away
6702,Tarleton St.,Tue Nov 16,Wichita St.,L,Away
6703,Tarleton St.,Mon Nov 22,North Dakota St.,L,Away
6704,Tarleton St.,Wed Nov 24,Michigan,L,Away
6705,Tarleton St.,Mon Nov 29,Gonzaga,L,Away
6706,Tarleton St.,Sun Dec 5,Charleston Southern,L,Home
6707,Tarleton St.,Tue Dec 14,South Alabama,L,Away
6708,Tarleton St.,Fri Dec 17,South Alabama,W,Home
6709,Tarleton St.,Tue Dec 21,Air Force,W,Home
6710,Tarleton St.,Thu Dec 30,Dixie St.,W,Away
6711,Tarleton St.,Sat Jan 1,Utah Valley,L,Away
6712,Tarleton St.,Thu Jan 6,Sam Houston St.,W,Home
6713,Tarleton St.,Sat Jan 8,Stephen F. Austin,W,Home
6714,Tarleton St.,Thu Jan 13,New Mexico St.,L,Away
6715,Tarleton St.,Sat Jan 15,Grand Canyon,L,Away
6716,Tarleton St.,Thu Jan 20,Cal Baptist,L,Home
6717,Tarleton St.,Sat Jan 22,Seattle,L,Home
6718,Tarleton St.,Wed Jan 26,Lamar,W,Away
6719,Tarleton St.,Sat Jan 29,UT Rio Grande Valley,W,Away
6720,Tarleton St.,Sat Feb 5,Chicago St.,W,Home
6721,Tarleton St.,Sat Feb 12,Abilene Christian,L,Home
6722,Tarleton St.,Wed Feb 16,Utah Valley,L,Home
6723,Tarleton St.,Sat Feb 19,Chicago St.,W,Away
6724,Tarleton St.,Thu Feb 24,UT Rio Grande Valley,W,Home
6725,Tarleton St.,Sat Feb 26,Lamar,W,Home
6726,Tarleton St.,Thu Mar 3,Sam Houston St.,L,Away
6727,Tarleton St.,Sat Mar 5,Abilene Christian,L,Away
6728,Campbell,Fri Nov 12,Hartford,W,Neutral
6729,Campbell,Sat Nov 13,Duke,L,Away
6730,Campbell,Thu Nov 18,Marshall,W,Away
6731,Campbell,Wed Nov 24,Maryland Eastern Shore,W,Home
6732,Campbell,Sat Nov 27,Stetson,W,Away
6733,Campbell,Sat Dec 4,VCU,L,Away
6734,Campbell,Wed Dec 15,Georgia Southern,L,Home
6735,Campbell,Wed Dec 22,UNC Wilmington,L,Away
6736,Campbell,Wed Jan 5,UNC Asheville,L,Home
6737,Campbell,Mon Jan 10,Winthrop,L,Away
6738,Campbell,Wed Jan 12,Charleston Southern,W,Home
6739,Campbell,Sat Jan 15,Radford,W,Home
6740,Campbell,Wed Jan 19,Longwood,L,Away
6741,Campbell,Sat Jan 22,North Carolina A&T,W,Away
6742,Campbell,Wed Jan 26,Hampton,W,Home
6743,Campbell,Sat Jan 29,High Point,W,Home
6744,Campbell,Wed Feb 2,Presbyterian,L,Away
6745,Campbell,Sat Feb 5,USC Upstate,W,Away
6746,Campbell,Wed Feb 9,Gardner Webb,L,Home
6747,Campbell,Sat Feb 12,High Point,W,Away
6748,Campbell,Wed Feb 16,Radford,L,Away
6749,Campbell,Sat Feb 19,North Carolina A&T,W,Home
6750,Campbell,Wed Feb 23,Hampton,L,Away
6751,Campbell,Sat Feb 26,Longwood,L,Home
6752,Campbell,Wed Mar 2,Presbyterian,W,Neutral
6753,Campbell,Fri Mar 4,Gardner Webb,L,Neutral
6754,UMKC,Tue Nov 9,Minnesota,L,Away
6755,UMKC,Fri Nov 12,Iowa,L,Away
6756,UMKC,Mon Nov 15,Missouri,W,Away
6757,UMKC,Mon Nov 22,Idaho St.,W,Away
6758,UMKC,Sat Nov 27,Morehead St.,L,Neutral
6759,UMKC,Sun Nov 28,Arkansas St.,L,Away
6760,UMKC,Fri Dec 10,Green Bay,W,Home
6761,UMKC,Sun Dec 12,SIU Edwardsville,L,Away
6762,UMKC,Mon Dec 20,South Dakota St.,L,Away
6763,UMKC,Wed Dec 22,South Dakota,W,Away
6764,UMKC,Mon Jan 10,Nebraska Omaha,W,Home
6765,UMKC,Sat Jan 15,Oral Roberts,L,Home
6766,UMKC,Mon Jan 17,Denver,L,Home
6767,UMKC,Thu Jan 20,North Dakota St.,W,Home
6768,UMKC,Sat Jan 22,North Dakota,W,Home
6769,UMKC,Thu Jan 27,Denver,W,Away
6770,UMKC,Sat Jan 29,Nebraska Omaha,L,Away
6771,UMKC,Mon Jan 31,Western Illinois,W,Away
6772,UMKC,Thu Feb 3,St. Thomas,W,Home
6773,UMKC,Sat Feb 5,Western Illinois,W,Home
6774,UMKC,Tue Feb 8,St. Thomas,W,Away
6775,UMKC,Sat Feb 12,Oral Roberts,L,Away
6776,UMKC,Thu Feb 17,North Dakota,W,Away
6777,UMKC,Sat Feb 19,North Dakota St.,W,Away
6778,UMKC,Thu Feb 24,South Dakota,W,Home
6779,UMKC,Sat Feb 26,South Dakota St.,L,Home
6780,UMKC,Sun Mar 6,South Dakota,L,Neutral
6781,Southern,Tue Nov 9,Louisville,L,Away
6782,Southern,Sat Nov 13,Tulane,W,Away
6783,Southern,Tue Nov 16,Rice,L,Away
6784,Southern,Fri Nov 19,South Dakota,L,Away
6785,Southern,Sun Nov 21,Nebraska,L,Away
6786,Southern,Sun Nov 28,Tennessee St.,W,Away
6787,Southern,Sat Dec 4,Akron,L,Away
6788,Southern,Tue Dec 7,Kentucky,L,Away
6789,Southern,Sat Dec 11,Southeastern Louisiana,W,Home
6790,Southern,Sun Dec 19,Kent St.,W,Away
6791,Southern,Tue Dec 21,Dayton,L,Away
6792,Southern,Mon Jan 3,Texas Southern,W,Home
6793,Southern,Sat Jan 8,Florida A&M,W,Away
6794,Southern,Mon Jan 10,Bethune Cookman,W,Away
6795,Southern,Sat Jan 15,Grambling St.,L,Away
6796,Southern,Sat Jan 22,Arkansas Pine Bluff,W,Home
6797,Southern,Mon Jan 24,Mississippi Valley St.,W,Home
6798,Southern,Sat Jan 29,Alcorn St.,L,Away
6799,Southern,Mon Jan 31,Jackson St.,W,Away
6800,Southern,Sat Feb 5,Alabama A&M,W,Home
6801,Southern,Mon Feb 7,Alabama St.,W,Home
6802,Southern,Sat Feb 12,Prairie View A&M,L,Away
6803,Southern,Mon Feb 14,Texas Southern,W,Away
6804,Southern,Sat Feb 19,Grambling St.,L,Home
6805,Southern,Sat Feb 26,Bethune Cookman,L,Home
6806,Southern,Mon Feb 28,Florida A&M,W,Home
6807,Southern,Thu Mar 3,Alabama St.,L,Away
6808,Southern,Sat Mar 5,Alabama A&M,W,Away
6809,Southern,Thu Mar 10,Grambling St.,L,Neutral
6810,Northern Colorado,Wed Nov 10,Pacific,W,Neutral
6811,Northern Colorado,Thu Nov 11,Hawaii,W,Away
6812,Northern Colorado,Wed Nov 17,Texas,L,Away
6813,Northern Colorado,Sun Nov 21,Cal Baptist,L,Away
6814,Northern Colorado,Tue Nov 23,San Jose St.,L,Away
6815,Northern Colorado,Sat Nov 27,Colorado St.,L,Away
6816,Northern Colorado,Thu Dec 2,Montana St.,W,Home
6817,Northern Colorado,Sat Dec 4,Montana,W,Home
6818,Northern Colorado,Tue Dec 7,South Dakota,W,Home
6819,Northern Colorado,Wed Dec 15,Arizona,L,Away
6820,Northern Colorado,Sat Dec 18,Washington St.,L,Away
6821,Northern Colorado,Sat Jan 1,Southern Utah,W,Away
6822,Northern Colorado,Sat Jan 8,Sacramento St.,L,Home
6823,Northern Colorado,Thu Jan 20,Idaho,W,Away
6824,Northern Colorado,Sat Jan 22,Eastern Washington,W,Away
6825,Northern Colorado,Thu Jan 27,Weber St.,L,Home
6826,Northern Colorado,Mon Jan 31,Portland St.,L,Away
6827,Northern Colorado,Thu Feb 3,Portland St.,L,Home
6828,Northern Colorado,Sat Feb 5,Northern Arizona,W,Away
6829,Northern Colorado,Mon Feb 7,Northern Arizona,W,Home
6830,Northern Colorado,Thu Feb 10,Sacramento St.,W,Away
6831,Northern Colorado,Mon Feb 14,Southern Utah,W,Home
6832,Northern Colorado,Thu Feb 17,Idaho St.,L,Away
6833,Northern Colorado,Sat Feb 19,Weber St.,W,Away
6834,Northern Colorado,Mon Feb 21,Idaho St.,W,Home
6835,Northern Colorado,Thu Feb 24,Eastern Washington,L,Home
6836,Northern Colorado,Sat Feb 26,Idaho,W,Home
6837,Northern Colorado,Thu Mar 3,Montana,W,Away
6838,Northern Colorado,Sat Mar 5,Montana St.,L,Away
6839,Northern Colorado,Thu Mar 10,Eastern Washington,W,Neutral
6840,Northern Colorado,Fri Mar 11,Portland St.,W,Neutral
6841,Northern Colorado,Sat Mar 12,Montana St.,L,Neutral
6842,Northern Colorado,Sun Mar 20,Florida Atlantic,W,Neutral
6843,Northern Colorado,Mon Mar 21,UNC Asheville,W,Neutral
6844,Northern Colorado,Tue Mar 22,UNC Wilmington,L,Neutral
6845,Eastern Washington,Tue Nov 9,Nevada,L,Away
6846,Eastern Washington,Fri Nov 12,UC Davis,L,Away
6847,Eastern Washington,Fri Nov 19,Cal St. Northridge,W,Away
6848,Eastern Washington,Sat Nov 20,Texas St.,L,Neutral
6849,Eastern Washington,Sat Nov 27,Washington St.,W,Away
6850,Eastern Washington,Thu Dec 2,Southern Utah,L,Home
6851,Eastern Washington,Sat Dec 4,Nebraska Omaha,W,Away
6852,Eastern Washington,Wed Dec 8,Colorado,L,Away
6853,Eastern Washington,Sat Dec 11,North Dakota,W,Away
6854,Eastern Washington,Wed Dec 22,Texas Tech,L,Away
6855,Eastern Washington,Thu Dec 30,Portland St.,W,Away
6856,Eastern Washington,Sat Jan 1,Northern Arizona,W,Away
6857,Eastern Washington,Thu Jan 6,Montana,L,Home
6858,Eastern Washington,Sat Jan 8,Idaho,W,Home
6859,Eastern Washington,Thu Jan 20,Sacramento St.,W,Home
6860,Eastern Washington,Sat Jan 22,Northern Colorado,L,Home
6861,Eastern Washington,Mon Jan 24,Idaho St.,W,Away
6862,Eastern Washington,Thu Jan 27,Montana St.,L,Away
6863,Eastern Washington,Sat Jan 29,Montana,L,Away
6864,Eastern Washington,Mon Jan 31,Weber St.,L,Away
6865,Eastern Washington,Sat Feb 5,Southern Utah,L,Away
6866,Eastern Washington,Thu Feb 10,Weber St.,W,Home
6867,Eastern Washington,Sat Feb 12,Idaho St.,W,Home
6868,Eastern Washington,Thu Feb 17,Montana St.,W,Home
6869,Eastern Washington,Sat Feb 19,Idaho,L,Away
6870,Eastern Washington,Thu Feb 24,Northern Colorado,W,Away
6871,Eastern Washington,Sat Feb 26,Sacramento St.,L,Away
6872,Eastern Washington,Thu Mar 3,Northern Arizona,W,Home
6873,Eastern Washington,Sat Mar 5,Portland St.,W,Home
6874,Eastern Washington,Wed Mar 9,Northern Arizona,W,Neutral
6875,Eastern Washington,Thu Mar 10,Northern Colorado,L,Neutral
6876,Eastern Washington,Thu Mar 17,Fresno St.,L,Away
6877,Boston University,Tue Nov 9,Rhode Island,L,Away
6878,Boston University,Tue Nov 16,Northeastern,L,Away
6879,Boston University,Thu Nov 18,Hartford,W,Away
6880,Boston University,Sun Nov 21,Northern Illinois,W,Neutral
6881,Boston University,Mon Nov 22,Sam Houston St.,W,Neutral
6882,Boston University,Wed Nov 24,Florida St.,L,Away
6883,Boston University,Sun Nov 28,Merrimack,W,Home
6884,Boston University,Wed Dec 1,George Washington,W,Away
6885,Boston University,Sat Dec 4,Binghamton,W,Home
6886,Boston University,Wed Dec 8,UMass Lowell,W,Home
6887,Boston University,Sat Dec 11,Dartmouth,W,Away
6888,Boston University,Sat Dec 18,Marist,L,Home
6889,Boston University,Sat Jan 1,Bucknell,W,Home
6890,Boston University,Tue Jan 4,Navy,L,Away
6891,Boston University,Fri Jan 7,Loyola MD,L,Home
6892,Boston University,Mon Jan 10,American,W,Away
6893,Boston University,Thu Jan 13,Army,L,Away
6894,Boston University,Sun Jan 16,Navy,L,Home
6895,Boston University,Wed Jan 19,Loyola MD,W,Away
6896,Boston University,Sat Jan 22,Lehigh,W,Home
6897,Boston University,Wed Jan 26,Lafayette,W,Away
6898,Boston University,Fri Jan 28,Colgate,W,Home
6899,Boston University,Mon Jan 31,Holy Cross,L,Home
6900,Boston University,Sat Feb 5,Lehigh,W,Away
6901,Boston University,Wed Feb 9,Army,W,Home
6902,Boston University,Sat Feb 12,American,W,Home
6903,Boston University,Wed Feb 16,Holy Cross,W,Away
6904,Boston University,Sat Feb 19,Colgate,L,Away
6905,Boston University,Wed Feb 23,Lafayette,W,Home
6906,Boston University,Sat Feb 26,Bucknell,L,Away
6907,Boston University,Thu Mar 3,Loyola MD,W,Home
6908,Boston University,Sun Mar 6,Navy,L,Away
6909,Boston University,Sun Mar 20,UNC Greensboro,W,Neutral
6910,Boston University,Mon Mar 21,Middle Tennessee,L,Neutral
6911,Georgia,Tue Nov 9,FIU,W,Home
6912,Georgia,Sat Nov 13,Cincinnati,L,Away
6913,Georgia,Tue Nov 16,South Carolina St.,W,Home
6914,Georgia,Fri Nov 19,Georgia Tech,L,Home
6915,Georgia,Mon Nov 22,Virginia,L,Neutral
6916,Georgia,Tue Nov 23,Northwestern,L,Neutral
6917,Georgia,Sun Nov 28,Wofford,L,Home
6918,Georgia,Wed Dec 1,Memphis,W,Home
6919,Georgia,Tue Dec 7,Jacksonville,W,Home
6920,Georgia,Sat Dec 18,George Mason,L,Home
6921,Georgia,Mon Dec 20,Western Carolina,W,Home
6922,Georgia,Wed Dec 22,East Tennessee St.,L,Home
6923,Georgia,Wed Dec 29,Gardner Webb,L,Home
6924,Georgia,Tue Jan 4,Texas A&M,L,Home
6925,Georgia,Sat Jan 8,Kentucky,L,Away
6926,Georgia,Wed Jan 12,Mississippi St.,L,Away
6927,Georgia,Sat Jan 15,Vanderbilt,L,Home
6928,Georgia,Wed Jan 19,Auburn,L,Away
6929,Georgia,Sat Jan 22,South Carolina,L,Away
6930,Georgia,Tue Jan 25,Alabama,W,Home
6931,Georgia,Sat Jan 29,Vanderbilt,L,Away
6932,Georgia,Wed Feb 2,Arkansas,L,Home
6933,Georgia,Sat Feb 5,Auburn,L,Home
6934,Georgia,Wed Feb 9,Florida,L,Away
6935,Georgia,Sat Feb 12,South Carolina,L,Home
6936,Georgia,Wed Feb 16,LSU,L,Away
6937,Georgia,Sat Feb 19,Mississippi,L,Home
6938,Georgia,Tue Feb 22,Texas A&M,L,Away
6939,Georgia,Sat Feb 26,Florida,L,Home
6940,Georgia,Tue Mar 1,Tennessee,L,Home
6941,Georgia,Sat Mar 5,Missouri,L,Away
6942,Georgia,Wed Mar 9,Vanderbilt,L,Neutral
6943,Rice,Tue Nov 9,Pepperdine,W,Home
6944,Rice,Fri Nov 12,Houston,L,Away
6945,Rice,Tue Nov 16,Southern,W,Home
6946,Rice,Fri Nov 19,New Orleans,W,Away
6947,Rice,Mon Nov 22,Evansville,W,Neutral
6948,Rice,Tue Nov 23,Oakland,L,Neutral
6949,Rice,Wed Nov 24,Fordham,L,Neutral
6950,Rice,Tue Nov 30,Texas St.,L,Home
6951,Rice,Sat Dec 11,Houston Baptist,W,Away
6952,Rice,Thu Dec 16,Incarnate Word,W,Home
6953,Rice,Sat Jan 1,North Texas,L,Away
6954,Rice,Thu Jan 6,Middle Tennessee,W,Home
6955,Rice,Sat Jan 8,UAB,W,Home
6956,Rice,Thu Jan 13,Western Kentucky,L,Away
6957,Rice,Sat Jan 15,Marshall,W,Away
6958,Rice,Thu Jan 20,Old Dominion,W,Home
6959,Rice,Sat Jan 22,Charlotte,L,Home
6960,Rice,Thu Jan 27,Louisiana Tech,L,Away
6961,Rice,Sat Jan 29,Southern Miss,W,Away
6962,Rice,Thu Feb 3,UTSA,W,Home
6963,Rice,Sat Feb 5,UTEP,L,Home
6964,Rice,Sat Feb 12,North Texas,L,Home
6965,Rice,Thu Feb 17,UAB,L,Away
6966,Rice,Sat Feb 19,FIU,L,Away
6967,Rice,Thu Feb 24,Louisiana Tech,L,Home
6968,Rice,Sat Feb 26,Southern Miss,W,Home
6969,Rice,Thu Mar 3,UTEP,L,Away
6970,Rice,Sat Mar 5,UTSA,L,Away
6971,Rice,Wed Mar 9,Charlotte,W,Neutral
6972,Rice,Thu Mar 10,North Texas,L,Neutral
6973,Rice,Sat Mar 19,Ohio,L,Neutral
6974,UC Davis,Tue Nov 9,Utah St.,W,Away
6975,UC Davis,Fri Nov 12,Eastern Washington,W,Home
6976,UC Davis,Wed Nov 17,Pepperdine,L,Away
6977,UC Davis,Tue Nov 23,Sacramento St.,L,Neutral
6978,UC Davis,Wed Dec 1,Pacific,W,Home
6979,UC Davis,Tue Dec 14,Oregon St.,W,Away
6980,UC Davis,Sun Dec 19,Pacific,W,Away
6981,UC Davis,Wed Dec 22,Portland,L,Home
6982,UC Davis,Sat Jan 8,UC San Diego,W,Home
6983,UC Davis,Sat Jan 15,Cal Poly,L,Away
6984,UC Davis,Thu Jan 20,Cal St. Northridge,W,Away
6985,UC Davis,Thu Jan 27,Cal St. Fullerton,L,Home
6986,UC Davis,Sat Jan 29,Long Beach St.,L,Home
6987,UC Davis,Tue Feb 1,UC Riverside,W,Away
6988,UC Davis,Sat Feb 5,Hawaii,W,Home
6989,UC Davis,Sat Feb 19,Cal St. Bakersfield,W,Home
6990,UC Davis,Thu Feb 24,UC Santa Barbara,L,Home
6991,UC Davis,Sat Feb 26,Cal St. Northridge,W,Home
6992,UC Davis,Thu Mar 3,Long Beach St.,L,Away
6993,UC Davis,Sat Mar 5,Cal St. Fullerton,L,Away
6994,UC Davis,Tue Mar 8,Cal Poly,W,Neutral
6995,UC Davis,Thu Mar 10,Cal St. Fullerton,L,Neutral
6996,UT Arlington,Tue Nov 9,Oklahoma St.,L,Away
